,firstChar,lastChar,isLastCharVowel,lastTwoChar,gender
14430,p,m,0,em,1
14431,r,r,0,ar,1
14432,d,h,0,sh,1
14433,s,y,0,ay,1
14434,h,h,0,sh,1
14435,a,h,0,sh,1
14436,j,n,0,in,1
14437,g,v,0,av,1
14438,s,j,0,aj,1
14439,m,l,0,ul,1
14440,m,n,0,en,1
14441,s,n,0,an,1
14442,a,y,0,ay,1
14443,v,n,0,an,1
14444,s,l,0,al,1
14445,l,n,0,in,1
14446,r,u,1,ju,1
14447,s,r,0,er,1
14448,p,u,1,pu,1
14449,m,l,0,ul,1
14450,d,r,0,er,1
14451,m,n,0,an,1
14452,r,v,0,ev,1
14453,r,h,0,sh,1
14454,n,b,0,ab,1
14455,m,l,0,al,1
14456,s,t,0,et,1
14457,r,i,1,vi,1
14458,m,h,0,sh,1
14459,r,h,0,sh,1
14460,r,r,0,er,1
14461,d,h,0,sh,1
14462,d,e,1,ie,1
14463,v,y,0,ay,1
14464,s,u,1,tu,1
14465,s,r,0,er,1
14466,m,h,0,sh,1
14467,s,v,0,ev,1
14468,r,h,0,sh,1
14469,m,j,0,oj,1
14470,r,h,0,sh,1
14471,m,d,0,hd,1
14472,s,y,0,ay,1
14473,h,t,0,et,1
14474,n,n,0,in,1
14475,v,y,0,ay,1
14476,t,k,0,ek,1
14477,s,r,0,ir,1
14478,m,j,0,oj,1
14479,p,n,0,an,1
14480,c,d,0,nd,1
14481,s,u,1,nu,1
14482,v,l,0,al,1
14483,m,v,0,av,1
14484,a,y,0,ay,1
14485,g,n,0,an,1
14486,s,u,1,hu,1
14487,t,k,0,ek,1
14488,s,n,0,in,1
14489,k,i,1,ti,1
14490,k,l,0,al,1
14491,d,r,0,er,1
14492,r,h,0,sh,1
14493,s,y,0,ay,1
14494,b,t,0,at,1
14495,a,k,0,ok,1
14496,n,m,0,im,1
14497,a,r,0,ar,1
14498,s,y,0,ay,1
14499,r,r,0,ar,1
14500,m,t,0,it,1
14501,p,t,0,et,1
14502,k,n,0,an,1
14503,r,i,1,vi,1
14504,a,y,0,ay,1
14505,a,l,0,il,1
14506,r,h,0,sh,1
14507,s,i,1,ji,1
14508,g,u,1,lu,1
14509,r,i,1,vi,1
14510,b,i,1,ri,1
14511,k,n,0,an,1
14512,b,i,1,ki,1
14513,b,n,0,an,1
14514,m,h,0,sh,1
14515,c,r,0,er,1
14516,j,i,1,ai,1
14517,g,t,0,et,1
14518,b,u,1,lu,1
14519,p,i,1,ki,1
14520,s,r,0,er,1
14521,v,m,0,am,1
14522,k,l,0,il,1
14523,m,h,0,sh,1
14524,h,r,0,er,1
14525,v,y,0,ay,1
14526,s,a,1,ra,1
14527,b,t,0,at,1
14528,v,l,0,al,1
14529,g,m,0,am,1
14530,r,h,0,sh,1
14531,a,h,0,sh,1
14532,s,r,0,er,1
14533,b,r,0,er,1
14534,p,p,0,ep,1
14535,a,t,0,et,1
14536,r,h,0,sh,1
14537,a,k,0,ok,1
14538,j,l,0,il,1
14539,a,d,0,id,1
14540,v,d,0,od,1
14541,r,j,0,aj,1
14542,s,a,1,ya,1
14543,r,j,0,aj,1
14544,b,a,1,ha,1
14545,m,h,0,sh,1
14546,m,u,1,nu,1
14547,g,d,0,nd,1
14548,d,k,0,ak,1
14549,s,i,1,ni,0
14550,i,a,1,ha,0
14551,s,t,0,mt,0
14552,d,a,1,ya,0
14553,m,i,1,si,0
14554,m,a,1,da,0
14555,p,a,1,ja,0
14556,k,l,0,al,0
14557,m,a,1,na,0
14558,s,m,0,am,0
14559,b,y,0,ty,0
14560,h,a,1,na,0
14561,s,i,1,hi,0
14562,p,a,1,ja,0
14563,a,a,1,ta,0
14564,n,u,1,tu,0
14565,a,u,1,hu,0
14566,k,a,1,ka,0
14567,m,u,1,ju,0
14568,s,i,1,hi,0
14569,a,a,1,ta,0
14570,r,a,1,na,0
14571,n,a,1,ha,0
14572,k,o,1,oo,0
14573,a,n,0,in,0
14574,j,i,1,ti,0
14575,r,a,1,ya,0
14576,r,a,1,ha,0
14577,l,a,1,la,0
14578,i,a,1,ha,0
14579,g,n,0,an,0
14580,p,a,1,ya,0
14581,p,a,1,ja,0
14582,r,i,1,hi,0
14583,v,a,1,ha,0
14584,s,a,1,ta,0
14585,n,u,1,tu,0
14586,v,a,1,na,0
14587,r,i,1,ni,0
14588,p,n,0,en,0
14589,v,a,1,sa,0
14590,k,a,1,ta,0
14591,p,a,1,ja,0
14592,s,i,1,ni,0
14593,n,a,1,na,0
14594,t,s,0,as,0
14595,p,a,1,ka,0
14596,s,a,1,na,0
14597,k,u,1,bu,0
14598,p,a,1,ja,0
14599,a,y,0,ny,0
14600,d,a,1,ya,0
14601,a,i,1,li,0
14602,a,i,1,li,0
14603,c,a,1,pa,0
14604,a,u,1,hu,0
14605,m,a,1,ka,0
14606,r,i,1,mi,0
14607,a,a,1,ka,0
14608,c,t,0,at,0
14609,m,u,1,ju,0
14610,n,a,1,ma,0
14611,p,a,1,ja,0
14612,s,m,0,am,0
14613,k,l,0,al,0
14614,l,i,1,mi,0
14615,s,a,1,ya,0
14616,p,m,0,am,0
14617,s,a,1,na,0
14618,n,a,1,ta,0
14619,l,a,1,ba,0
14620,i,a,1,ra,0
14621,s,a,1,ma,0
14622,n,a,1,ya,0
14623,p,i,1,ti,0
14624,k,i,1,ni,0
14625,s,a,1,ya,0
14626,r,u,1,nu,0
14627,p,a,1,ya,0
14628,p,a,1,ja,0
14629,m,i,1,hi,0
14630,r,y,0,by,0
14631,s,a,1,na,0
14632,s,l,0,al,0
14633,k,i,1,ni,0
14634,a,i,1,li,0
14635,p,a,1,ka,0
14636,p,k,0,ak,0
14637,b,a,1,ta,0
14638,g,p,0,ep,0
14639,d,i,1,ti,0
14640,f,h,0,ah,0
14641,v,a,1,na,0
14642,s,z,0,az,0
14643,k,l,0,al,0
14644,p,a,1,ja,0
14645,r,u,1,ju,0
14646,v,i,1,hi,0
14647,p,a,1,ja,0
14648,j,i,1,ti,0
14649,m,a,1,na,0
14650,r,a,1,na,0
14651,n,a,1,ha,0
14652,p,l,0,al,0
14653,r,i,1,hi,0
14654,p,a,1,ka,0
14655,j,i,1,ki,0
14656,l,i,1,mi,0
14657,r,u,1,ku,0
14658,s,i,1,ni,0
14659,b,i,1,ti,0
14660,m,a,1,ra,0
14661,p,i,1,ki,0
14662,s,i,1,ni,0
14663,k,n,0,an,0
14664,s,a,1,ia,0
14665,d,y,0,ly,0
14666,r,j,0,aj,0
14667,m,a,1,ha,0
14668,l,i,1,mi,0
14669,s,i,1,ti,0
14670,a,a,1,ya,0
14671,r,a,1,na,0
14672,v,a,1,la,0
14673,s,n,0,an,0
14674,s,a,1,ta,0
14675,s,a,1,ta,0
14676,k,a,1,na,0
14677,p,a,1,ja,0
14678,p,a,1,ja,0
14679,s,a,1,ma,0
14680,k,i,1,ti,0
14681,n,a,1,ha,0
14682,d,l,0,al,0
14683,a,i,1,ti,0
14684,s,i,1,hi,0
14685,p,a,1,ja,0
14686,p,i,1,ti,0
14687,p,a,1,ka,0
14688,s,a,1,ya,0
14689,p,a,1,ya,0
14690,p,i,1,ti,0
14691,s,i,1,ti,0
14692,s,a,1,ra,0
14693,a,a,1,ha,0
14694,c,u,1,ru,0
14695,p,i,1,ki,0
14696,n,m,0,am,0
14697,c,o,1,go,0
14698,s,v,0,iv,0
14699,k,a,1,ya,0
14700,b,a,1,ta,0
14701,m,a,1,la,0
14702,g,e,1,ce,0
14703,u,a,1,ha,0
14704,s,t,0,mt,0
14705,n,a,1,ha,0
14706,s,a,1,ra,0
14707,l,a,1,ta,0
14708,a,a,1,ma,0
14709,a,i,1,li,0
14710,k,i,1,ti,0
14711,s,a,1,ma,0
14712,s,h,0,sh,0
14713,p,a,1,ka,0
14714,t,a,1,na,0
14715,c,l,0,al,0
14716,m,y,0,cy,0
14717,p,m,0,am,0
14718,v,a,1,ha,0
14719,h,a,1,ma,0
14720,g,a,1,ha,0
14721,s,a,1,ma,0
14722,s,a,1,ma,0
14723,r,i,1,ni,0
14724,r,a,1,la,0
14725,k,l,0,al,0
14726,p,i,1,ti,0
14727,g,a,1,ta,0
14728,s,i,1,ti,0
14729,p,a,1,ja,0
14730,s,z,0,az,0
14731,r,i,1,ki,0
14732,c,i,1,ni,0
14733,p,a,1,ka,0
14734,r,a,1,na,0
14735,v,k,0,ek,0
14736,k,n,0,an,0
14737,n,a,1,ha,0
14738,h,a,1,na,0
14739,j,i,1,ti,0
14740,r,i,1,ni,0
14741,n,i,1,hi,0
14742,s,a,1,ma,0
14743,u,a,1,ha,0
14744,k,l,0,al,0
14745,m,a,1,la,0
14746,k,u,1,bu,0
14747,m,a,1,na,0
14748,h,a,1,da,0
14749,c,l,0,al,0
14750,a,i,1,ti,0
14751,k,n,0,an,0
14752,p,a,1,ja,0
14753,j,i,1,ti,0
14754,p,i,1,ki,0
14755,r,u,1,nu,0
14756,a,a,1,ta,0
14757,l,i,1,ti,0
14758,s,a,1,ta,0
14759,m,u,1,ju,0
14760,k,a,1,la,0
14761,a,i,1,ti,0
14762,p,a,1,ja,0
14763,m,a,1,ta,0
14764,a,u,1,ju,0
14765,p,a,1,ka,0
14766,a,i,1,ti,0
14767,n,r,0,or,0
14768,s,j,0,oj,0
14769,c,i,1,ni,0
14770,r,y,0,sy,0
14771,p,m,0,am,0
14772,r,r,0,wr,0
14773,p,m,0,am,0
14774,s,u,1,lu,0
14775,s,a,1,ha,0
14776,n,u,1,tu,0
14777,k,l,0,al,0
14778,s,a,1,na,0
14779,s,i,1,hi,0
14780,d,i,1,ki,0
14781,p,a,1,ya,0
14782,p,a,1,ja,0
14783,a,i,1,ti,0
14784,p,a,1,ja,0
14785,s,n,0,in,0
14786,s,a,1,ta,0
14787,s,u,1,lu,0
14788,a,a,1,ta,0
14789,a,a,1,ha,0
14790,k,l,0,al,0
14791,k,m,0,um,0
14792,a,a,1,na,0
14793,h,i,1,hi,0
14794,j,i,1,ti,0
14795,j,i,1,ti,0
14796,a,i,1,ti,0
14797,a,a,1,ha,0
14798,d,a,1,ga,0
14799,k,m,0,km,0
14800,s,y,0,ny,0
14801,s,l,0,al,0
14802,p,y,0,ty,0
14803,r,a,1,na,0
14804,s,a,1,ta,0
14805,m,i,1,ri,0
14806,s,m,0,nm,0
14807,s,a,1,ta,0
14808,m,a,1,na,0
14809,m,u,1,nu,0
14810,n,a,1,ha,0
14811,r,i,1,ni,0
14812,a,r,0,ar,0
14813,j,i,1,ti,0
14814,s,i,1,hi,0
14815,n,m,0,am,0
14816,a,i,1,ti,0
14817,s,t,0,mt,0
14818,r,a,1,ia,0
14819,d,i,1,vi,0
14820,s,a,1,ta,0
14821,r,i,1,bi,0
14822,j,i,1,ti,0
14823,p,i,1,si,0
14824,n,u,1,du,0
14825,n,n,0,in,0
14826,n,a,1,ha,0
14827,v,a,1,ha,0
14828,t,i,1,ti,0
14829,r,i,1,ti,0
14830,v,a,1,na,0
14831,a,a,1,na,0
14832,f,a,1,da,0
14833,k,u,1,bu,0
14834,n,a,1,ha,0
14835,a,i,1,ti,0
14836,s,n,0,an,0
14837,r,a,1,ta,0
14838,y,a,1,ta,0
14839,a,a,1,ha,0
14840,k,n,0,an,0
14841,p,a,1,ja,0
14842,s,a,1,ya,0
14843,h,a,1,ta,0
14844,p,a,1,ka,0
14845,k,l,0,al,0
14846,s,a,1,ma,0
14847,k,a,1,ta,0
14848,r,a,1,na,0
14849,b,r,0,ir,0
14850,m,u,1,ju,0
14851,s,a,1,ya,0
14852,s,a,1,ma,0
14853,k,l,0,al,0
14854,s,a,1,ma,0
14855,r,a,1,na,0
14856,p,k,0,ak,0
14857,a,a,1,ha,0
14858,f,a,1,ja,0
14859,r,a,1,ta,0
14860,n,o,1,jo,0
14861,c,a,1,ya,0
14862,v,a,1,na,0
14863,p,a,1,ja,0
14864,m,a,1,ta,0
14865,k,n,0,an,0
14866,s,a,1,la,0
14867,r,a,1,na,0
14868,m,a,1,ta,0
14869,j,i,1,ti,0
14870,r,a,1,ha,0
14871,k,i,1,ri,0
14872,n,a,1,ha,0
14873,g,a,1,ta,0
14874,m,a,1,ra,0
14875,n,a,1,ha,0
14876,m,a,1,ha,0
14877,p,i,1,ti,0
14878,s,i,1,ti,0
14879,s,a,1,ma,0
14880,r,i,1,ni,0
14881,n,a,1,ha,0
14882,a,i,1,li,0
14883,a,a,1,na,0
14884,s,a,1,pa,0
14885,s,a,1,ha,0
14886,a,n,0,in,0
14887,s,m,0,am,0
14888,b,n,0,on,0
14889,m,a,1,ka,0
14890,a,m,0,um,0
14891,s,t,0,mt,0
14892,p,i,1,ti,0
14893,y,a,1,ta,0
14894,m,i,1,ni,0
14895,s,d,0,ad,0
14896,s,a,1,ma,0
14897,k,m,0,um,0
14898,m,a,1,ya,0
14899,j,i,1,si,0
14900,r,j,0,aj,0
14901,a,i,1,ti,0
14902,p,a,1,ka,0
14903,p,a,1,ya,0
14904,m,a,1,ya,0
14905,y,a,1,da,0
14906,s,a,1,la,0
14907,k,l,0,al,0
14908,k,i,1,ri,0
14909,r,a,1,ya,0
14910,k,i,1,li,0
14911,m,a,1,ra,0
14912,l,i,1,mi,0
14913,b,l,0,ul,0
14914,r,a,1,ha,0
14915,r,i,1,ni,0
14916,r,a,1,pa,0
14917,k,m,0,um,0
14918,r,a,1,na,0
14919,p,a,1,ka,0
14920,n,a,1,ha,0
14921,k,n,0,an,0
14922,s,y,0,ty,0
14923,g,a,1,sa,0
14924,p,a,1,ja,0
14925,p,a,1,ja,0
14926,p,a,1,ja,0
14927,p,a,1,ka,0
14928,c,n,0,in,0
14929,a,i,1,ti,0
14930,k,i,1,ri,0
14931,r,a,1,ha,0
14932,a,i,1,ti,0
14933,a,a,1,ha,0
14934,k,u,1,tu,0
14935,s,i,1,li,0
14936,k,u,1,bu,0
14937,h,a,1,na,0
14938,s,a,1,ta,0
14939,s,i,1,ki,0
14940,p,t,0,et,0
14941,s,t,0,et,0
14942,s,u,1,lu,0
14943,n,a,1,ma,0
14944,d,i,1,ti,0
14945,r,i,1,ri,0
14946,p,a,1,ja,0
14947,h,a,1,na,0
14948,m,a,1,na,0
14949,r,a,1,na,0
14950,m,i,1,ri,0
14951,g,j,0,nj,0
14952,p,i,1,ki,0
14953,r,i,1,ni,0
14954,a,a,1,na,0
14955,r,i,1,ni,0
14956,r,a,1,ha,0
14957,r,i,1,ki,0
14958,d,i,1,ti,0
14959,k,n,0,an,0
14960,a,a,1,na,0
14961,b,i,1,ti,0
14962,k,u,1,ku,0
14963,m,a,1,na,0
14964,p,l,0,al,0
14965,d,a,1,ya,0
14966,l,i,1,mi,0
14967,b,i,1,li,0
14968,m,n,0,an,0
14969,n,a,1,ha,0
14970,r,a,1,ha,0
14971,b,a,1,ha,0
14972,n,m,0,am,0
14973,p,m,0,am,0
14974,k,n,0,an,0
14975,p,i,1,ki,0
14976,v,a,1,sa,0
14977,s,a,1,la,0
14978,e,a,1,ta,0
14979,p,a,1,ja,0
14980,a,a,1,ha,0
14981,s,n,0,an,0
14982,m,i,1,hi,0
14983,n,a,1,ma,0
14984,r,h,0,sh,0
14985,m,i,1,ri,0
14986,k,l,0,al,0
14987,j,b,0,eb,0
14988,p,a,1,na,0
14989,a,a,1,ka,0
14990,m,u,1,ju,0
14991,a,a,1,ta,0
14992,g,n,0,un,0
14993,n,m,0,am,0
14994,m,a,1,ka,0
14995,s,a,1,ia,0
14996,m,n,0,an,0
14997,p,a,1,ka,0
14998,s,r,0,ar,0
14999,m,n,0,an,0
15000,v,a,1,na,0
15001,k,n,0,an,0
15002,s,h,0,sh,0
15003,m,i,1,ni,0
15004,s,a,1,ha,0
15005,h,a,1,ta,0
15006,m,a,1,ka,0
15007,n,a,1,ha,0
15008,r,a,1,ma,0
15009,k,i,1,ri,0
15010,r,j,0,aj,0
15011,y,a,1,ka,0
15012,a,i,1,ti,0
15013,t,m,0,am,0
15014,s,a,1,na,0
15015,k,o,1,oo,0
15016,i,a,1,ka,0
15017,p,a,1,ha,0
15018,n,a,1,da,0
15019,k,i,1,ri,0
15020,a,a,1,ta,0
15021,r,u,1,ku,0
15022,p,a,1,ja,0
15023,s,a,1,ya,0
15024,r,u,1,nu,0
15025,d,a,1,ka,0
15026,k,n,0,an,0
15027,s,a,1,na,0
15028,s,a,1,na,0
15029,r,a,1,ta,0
15030,m,u,1,ju,0
15031,r,a,1,ma,0
15032,s,i,1,li,0
15033,h,a,1,na,0
15034,m,u,1,ju,0
15035,p,a,1,ka,0
15036,s,n,0,en,0
15037,h,i,1,hi,0
15038,m,a,1,ta,0
15039,r,a,1,na,0
15040,p,j,0,aj,0
15041,r,n,0,an,0
15042,g,l,0,ul,0
15043,s,a,1,na,0
15044,n,a,1,ma,0
15045,u,a,1,ha,0
15046,m,a,1,ta,0
15047,t,a,1,ja,0
15048,r,u,1,hu,0
15049,g,n,0,an,0
15050,n,r,0,or,0
15051,v,a,1,ha,0
15052,a,i,1,li,0
15053,k,u,1,hu,0
15054,k,u,1,hu,0
15055,r,a,1,ma,0
15056,s,a,1,ma,0
15057,l,i,1,hi,0
15058,n,a,1,na,0
15059,n,l,0,al,0
15060,b,a,1,na,0
15061,p,i,1,ti,0
15062,r,a,1,ma,0
15063,j,a,1,ha,0
15064,a,u,1,ju,0
15065,p,a,1,ja,0
15066,d,a,1,ga,0
15067,r,i,1,hi,0
15068,a,a,1,na,0
15069,c,l,0,al,0
15070,c,a,1,ma,0
15071,d,a,1,pa,0
15072,p,m,0,am,0
15073,p,m,0,am,0
15074,g,a,1,sa,0
15075,m,a,1,ha,0
15076,b,a,1,ta,0
15077,s,a,1,ma,0
15078,s,t,0,mt,0
15079,k,u,1,bu,0
15080,s,a,1,na,0
15081,g,a,1,ta,0
15082,k,i,1,ri,0
15083,p,a,1,ya,0
15084,m,a,1,ha,0
15085,k,u,1,bu,0
15086,k,l,0,al,0
15087,v,a,1,na,0
15088,j,i,1,ti,0
15089,p,l,0,al,0
15090,k,a,1,ta,0
15091,m,l,0,ul,0
15092,n,i,1,hi,0
15093,m,a,1,ra,0
15094,s,a,1,na,0
15095,n,u,1,ru,0
15096,p,a,1,ma,0
15097,s,a,1,ta,0
15098,l,i,1,mi,0
15099,s,a,1,ra,0
15100,n,m,0,am,0
15101,p,a,1,ya,0
15102,s,i,1,hi,0
15103,h,i,1,ni,0
15104,s,i,1,zi,0
15105,r,a,1,da,0
15106,r,a,1,ka,0
15107,r,a,1,na,0
15108,k,l,0,ol,0
15109,m,a,1,ha,0
15110,j,i,1,ti,0
15111,r,i,1,ni,0
15112,r,a,1,ka,0
15113,s,a,1,na,0
15114,g,a,1,ta,0
15115,s,a,1,ta,0
15116,p,m,0,am,0
15117,n,u,1,lu,0
15118,r,a,1,ta,0
15119,s,j,0,aj,0
15120,r,y,0,py,0
15121,r,a,1,ha,0
15122,s,j,0,oj,0
15123,s,a,1,ma,0
15124,k,i,1,ri,0
15125,c,i,1,ki,0
15126,p,a,1,ja,0
15127,j,i,1,ti,0
15128,v,a,1,ya,0
15129,l,i,1,mi,0
15130,g,a,1,ha,0
15131,n,a,1,la,0
15132,k,a,1,ta,0
15133,s,u,1,nu,0
15134,s,t,0,mt,0
15135,d,a,1,ya,0
15136,v,a,1,ha,0
15137,n,a,1,ha,0
15138,a,a,1,na,0
15139,h,a,1,na,0
15140,p,i,1,ti,0
15141,b,h,0,ah,0
15142,d,i,1,li,0
15143,h,a,1,na,0
15144,p,a,1,ka,0
15145,m,n,0,an,0
15146,m,y,0,ay,0
15147,r,i,1,bi,0
15148,n,a,1,ma,0
15149,r,r,0,ar,0
15150,k,l,0,al,0
15151,a,a,1,ka,0
15152,r,y,0,by,0
15153,k,a,1,ma,0
15154,h,i,1,hi,0
15155,s,h,0,sh,0
15156,n,a,1,ha,0
15157,h,a,1,na,0
15158,s,i,1,ni,0
15159,r,a,1,na,0
15160,l,i,1,li,0
15161,z,a,1,na,0
15162,m,i,1,hi,0
15163,a,i,1,ti,0
15164,k,a,1,ma,0
15165,s,i,1,ti,0
15166,m,a,1,ta,0
15167,p,a,1,ka,0
15168,s,a,1,ma,0
15169,p,i,1,ti,0
15170,u,a,1,ha,0
15171,j,a,1,da,0
15172,p,m,0,am,0
15173,s,i,1,hi,0
15174,n,a,1,la,0
15175,m,i,1,vi,0
15176,s,m,0,em,0
15177,s,i,1,ti,0
15178,b,i,1,ti,0
15179,j,y,0,ty,0
15180,g,a,1,ya,0
15181,s,a,1,ta,0
15182,m,a,1,na,0
15183,p,a,1,ja,0
15184,l,i,1,mi,0
15185,m,a,1,na,0
15186,k,a,1,na,0
15187,g,a,1,ma,0
15188,n,i,1,ni,0
15189,l,a,1,ta,0
15190,n,n,0,in,0
15191,s,i,1,ti,0
15192,b,i,1,ri,0
15193,r,i,1,hi,0
15194,m,a,1,ra,0
15195,p,a,1,ja,0
15196,m,u,1,tu,0
15197,m,u,1,tu,0
15198,k,l,0,al,0
15199,p,i,1,ki,0
15200,m,u,1,hu,0
15201,m,a,1,ka,0
15202,r,a,1,ka,0
15203,m,u,1,hu,0
15204,d,i,1,vi,0
15205,s,i,1,ni,0
15206,m,n,0,an,0
15207,p,m,0,am,0
15208,s,a,1,ia,0
15209,g,i,1,ri,0
15210,s,i,1,hi,0
15211,s,i,1,ti,0
15212,s,i,1,ti,0
15213,l,i,1,mi,0
15214,n,i,1,ki,0
15215,r,i,1,ni,0
15216,p,m,0,am,0
15217,k,i,1,hi,0
15218,k,a,1,ja,0
15219,a,a,1,ma,0
15220,a,a,1,ma,0
15221,s,l,0,al,0
15222,r,a,1,ha,0
15223,d,a,1,ka,0
15224,g,i,1,ri,0
15225,r,j,0,aj,0
15226,r,a,1,ma,0
15227,r,a,1,ha,0
15228,n,a,1,ha,0
15229,n,a,1,ba,0
15230,i,a,1,ha,0
15231,s,i,1,ni,0
15232,j,t,0,at,0
15233,r,a,1,na,0
15234,s,a,1,ya,0
15235,s,a,1,ta,0
15236,b,a,1,wa,0
15237,g,i,1,ri,0
15238,r,a,1,ma,0
15239,s,a,1,ta,0
15240,k,l,0,al,0
15241,k,n,0,an,0
15242,m,a,1,ha,0
15243,n,i,1,ni,0
15244,s,a,1,ta,0
15245,s,t,0,et,0
15246,t,a,1,na,0
15247,s,i,1,ti,0
15248,n,a,1,ha,0
15249,s,i,1,ni,0
15250,p,i,1,ti,0
15251,a,i,1,li,0
15252,k,a,1,ta,0
15253,p,a,1,ka,0
15254,p,a,1,ma,0
15255,m,a,1,ya,0
15256,s,a,1,da,0
15257,d,a,1,ha,0
15258,g,a,1,ta,0
15259,m,i,1,xi,0
15260,m,i,1,ni,0
15261,n,a,1,ha,0
15262,p,a,1,ja,0
15263,r,a,1,ta,0
15264,a,m,0,am,0
15265,v,a,1,ha,0
15266,r,n,0,an,0
15267,k,a,1,na,0
15268,a,a,1,ha,0
15269,r,m,0,am,0
15270,p,a,1,ra,0
15271,m,t,0,et,0
15272,r,a,1,ha,0
15273,b,n,0,an,0
15274,l,a,1,ta,0
15275,r,a,1,ia,0
15276,p,a,1,pa,0
15277,a,n,0,an,0
15278,a,n,0,an,0
15279,i,a,1,ra,0
15280,d,i,1,vi,0
15281,n,a,1,ha,0
15282,s,a,1,ta,0
15283,n,u,1,tu,0
15284,m,u,1,ju,0
15285,p,l,0,ul,0
15286,m,i,1,si,0
15287,s,o,1,bo,0
15288,b,h,0,sh,0
15289,c,i,1,bi,0
15290,r,i,1,bi,0
15291,p,a,1,ja,0
15292,a,u,1,hu,0
15293,b,a,1,ya,0
15294,m,a,1,ha,0
15295,r,i,1,ni,0
15296,p,a,1,ja,0
15297,s,h,0,sh,0
15298,s,a,1,ma,0
15299,s,a,1,ma,0
15300,t,a,1,ra,0
15301,s,i,1,ni,0
15302,p,a,1,na,0
15303,k,n,0,an,0
15304,s,a,1,na,0
15305,k,a,1,ka,0
15306,i,a,1,ma,0
15307,s,m,0,am,0
15308,k,i,1,hi,0
15309,s,r,0,ar,0
15310,s,a,1,ba,0
15311,r,a,1,ta,0
15312,p,i,1,ki,0
15313,n,a,1,ha,0
15314,c,i,1,ni,0
15315,c,i,1,ni,0
15316,h,i,1,hi,0
15317,s,a,1,ta,0
15318,a,a,1,ha,0
15319,g,i,1,ri,0
15320,p,a,1,ja,0
15321,n,a,1,ha,0
15322,b,a,1,la,0
15323,r,a,1,da,0
15324,m,a,1,ya,0
15325,r,a,1,na,0
15326,p,h,0,sh,0
15327,m,a,1,ma,0
15328,s,a,1,na,0
15329,n,a,1,ha,0
15330,k,i,1,ti,0
15331,a,m,0,am,0
15332,p,i,1,ti,0
15333,s,n,0,an,0
15334,k,m,0,um,0
15335,t,a,1,sa,0
15336,h,r,0,or,0
15337,b,a,1,na,0
15338,s,a,1,ta,0
15339,s,a,1,ta,0
15340,s,a,1,ta,0
15341,h,t,0,et,0
15342,h,t,0,et,0
15343,r,i,1,ni,0
15344,r,a,1,ha,0
15345,d,a,1,pa,0
15346,m,i,1,si,0
15347,j,i,1,ti,0
15348,p,a,1,ja,0
15349,s,a,1,ta,0
15350,l,i,1,mi,0
15351,v,a,1,la,0
15352,p,i,1,ti,0
15353,s,r,0,ir,0
15354,s,a,1,ma,0
15355,s,a,1,ta,0
15356,r,i,1,hi,0
15357,r,i,1,ni,0
15358,k,a,1,ia,0
15359,m,i,1,hi,0
15360,s,t,0,mt,0
15361,s,a,1,na,0
15362,m,u,1,hu,0
15363,r,y,0,by,0
15364,a,a,1,ta,0
15365,m,a,1,ra,0
15366,m,a,1,ha,0
15367,c,d,0,nd,0
15368,k,a,1,ya,0
15369,p,a,1,ja,0
15370,s,a,1,ha,0
15371,k,l,0,al,0
15372,p,i,1,ti,0
15373,k,a,1,ka,0
15374,p,i,1,vi,0
15375,s,i,1,hi,0
15376,a,i,1,ri,0
15377,m,z,0,az,0
15378,r,r,0,ar,0
15379,k,a,1,ta,0
15380,s,a,1,ta,0
15381,a,m,0,am,0
15382,k,a,1,ma,0
15383,p,i,1,ti,0
15384,r,r,0,ar,0
15385,p,y,0,py,0
15386,r,a,1,ya,0
15387,p,l,0,al,0
15388,n,u,1,ru,0
15389,a,a,1,ta,0
15390,m,i,1,ni,0
15391,d,a,1,ha,0
15392,j,a,1,la,0
15393,p,i,1,ti,0
15394,s,a,1,na,0
15395,d,h,0,sh,0
15396,s,t,0,mt,0
15397,r,a,1,pa,0
15398,k,m,0,km,0
15399,a,a,1,ta,0
15400,s,a,1,ma,0
15401,n,a,1,ta,0
15402,g,i,1,di,0
15403,p,i,1,ni,0
15404,y,a,1,ta,0
15405,s,i,1,ni,0
15406,p,n,0,en,0
15407,k,l,0,al,0
15408,s,j,0,oj,0
15409,a,u,1,ju,0
15410,j,i,1,ti,0
15411,r,u,1,nu,0
15412,s,a,1,ma,0
15413,n,m,0,em,0
15414,h,j,0,aj,0
15415,s,a,1,ia,0
15416,p,a,1,pa,0
15417,r,i,1,ti,0
15418,i,a,1,na,0
15419,v,i,1,li,0
15420,j,a,1,da,0
15421,k,a,1,ya,0
15422,p,a,1,pa,0
15423,c,l,0,al,0
15424,s,m,0,am,0
15425,s,a,1,ta,0
15426,r,a,1,ka,0
15427,p,i,1,ti,0
15428,c,l,0,al,0
15429,p,m,0,am,0
15430,p,a,1,ka,0
15431,b,e,1,ke,0
15432,s,a,1,ta,0
15433,k,l,0,al,0
15434,p,m,0,am,0
15435,k,a,1,ha,0
15436,k,a,1,ta,0
15437,m,u,1,hu,0
15438,k,i,1,li,0
15439,k,i,1,li,0
15440,k,l,0,al,0
15441,k,i,1,ri,0
15442,c,i,1,ti,0
15443,s,i,1,ni,0
15444,m,a,1,ka,0
15445,s,a,1,ma,0
15446,r,a,1,ma,0
15447,j,i,1,ti,0
